ogg,gene_id,orthodb_id,scaffolds,level_code,level
EOG091C04LX,LOC105458176,23047043,NW_012028311.1:137275-143305,7434,Aculeata
EOG091C0672,LOC105458177,23047044,NW_012028311.1:134153-136865,7434,Aculeata
EOG091C072I,LOC105458178,23047045,NW_012028311.1:150392-175908,7434,Aculeata
EOG091C0J9B,LOC105458179,23047046,NW_012028311.1:144653-148065,7434,Aculeata
EOG091C09P4,LOC105458181,23047049,NW_012028311.1:243881-248515,7434,Aculeata
EOG091C0LAU,LOC105458182,23047050,NW_012028311.1:251327-253624,7434,Aculeata
EOG091C0GJY,LOC105458184,23047052,NW_012028311.1:255778-257446,7434,Aculeata
EOG091C0M9G,LOC105458185,23047053,NW_012028311.1:257658-258939,7434,Aculeata
EOG091C0ENV,LOC105458186,23047054,NW_012028311.1:259331-262950,7434,Aculeata
EOG091C0FEH,LOC105458187,23047055,NW_012028311.1:263669-265418,7434,Aculeata
EOG091C03TM,LOC105458188,23047056,NW_012028311.1:294394-299027,7434,Aculeata
EOG091C0LAU,LOC105458189,23047058,NW_012028311.1:291050-292504,7434,Aculeata
EOG091C0DYA,LOC105458190,23047060,NW_012028311.1:274046-276317,7434,Aculeata
EOG091C02SG,LOC105458191,23047061,NW_012028311.1:268045-273883,7434,Aculeata
EOG091C0DR8,LOC105458192,23047062,NW_012028311.1:265757-267883,7434,Aculeata
EOG091C01XW,LOC105458193,23047063,NW_012028311.1:299165-305320,7434,Aculeata
EOG091C0EA3,LOC105458194,23047064,NW_012028311.1:305647-308945,7434,Aculeata
EOG091C0IZ6,LOC105458195,23047065,NW_012028311.1:309053-310571,7434,Aculeata
EOG091C0D41,LOC105458196,23047066,NW_012028311.1:311948-314844,7434,Aculeata
EOG091C0LLL,LOC105458197,23047067,NW_012028311.1:315155-317807,7434,Aculeata
EOG091C07B9,LOC105458198,23047068,NW_012028311.1:341600-347906,7434,Aculeata
EOG091C07B9,LOC105458199,23047069,NW_012028311.1:328053-338534,7434,Aculeata
EOG091C09A7,LOC105458201,23047072,NW_012028311.1:386931-404827,7434,Aculeata
EOG091C0AO2,LOC105458202,23047073,NW_012028311.1:380636-383457,7434,Aculeata
EOG091C0G3W,LOC105458204,23047075,NW_012028311.1:376929-378320,7434,Aculeata
EOG091C05AO,LOC105458204,23047076,NW_012028311.1:372961-377135,7434,Aculeata
EOG091C0FYD,LOC105458207,23047077,NW_012028311.1:458139-462936,7434,Aculeata
EOG091C06ZF,LOC105458206,23047078,NW_012028311.1:454141-456753,7434,Aculeata
EOG091C05AU,LOC105458208,23047079,NW_012028311.1:428818-459189,7434,Aculeata
EOG091C0GRT,LOC105458209,23047080,NW_012028311.1:417603-430057,7434,Aculeata
EOG091C0IZM,LOC105458210,23047081,NW_012028311.1:411999-422698,7434,Aculeata
EOG091C0I8D,LOC105458211,23047082,NW_012028311.1:409094-412029,7434,Aculeata
EOG091C0J8D,LOC105458211,23047083,NW_012028311.1:406000-409628,7434,Aculeata
EOG091C06QB,LOC105458214,23047086,NW_012028311.1:569156-573845,7434,Aculeata
EOG091C0MOA,LOC105458214,23047087,NW_012028311.1:563635-569677,7434,Aculeata
EOG091C010S,LOC105458216,23047088,NW_012028311.1:573930-580444,7434,Aculeata
EOG091C0HOL,LOC105458217,23047089,NW_012028311.1:581038-583563,7434,Aculeata
EOG091C03ZB,LOC105458218,23047090,NW_012028311.1:583845-593302,7434,Aculeata
EOG091C0LPI,LOC105458219,23047091,NW_012028311.1:593835-595862,7434,Aculeata
EOG091C0LPI,LOC105458220,23047092,NW_012028311.1:598183-600205,7434,Aculeata
EOG091C0LPI,LOC105458221,23047093,NW_012028311.1:602136-603980,7434,Aculeata
EOG091C0LPI,LOC105458222,23047094,NW_012028311.1:605217-607034,7434,Aculeata
EOG091C069Q,LOC105452142,23047096,NW_012028311.1:615389-711676,7434,Aculeata
EOG091C01O2,LOC105458224,23047097,NW_012028311.1:719942-737616,7434,Aculeata
EOG091C048P,LOC105458225,23047098,NW_012028311.1:738078-742080,7434,Aculeata
EOG091C0BEA,LOC105458226,23047099,NW_012028311.1:746650-751726,7434,Aculeata
EOG091C0JP3,LOC105458227,23047100,NW_012028311.1:742200-746617,7434,Aculeata
EOG091C0J9F,LOC105458228,23047101,NW_012028311.1:752436-754144,7434,Aculeata
EOG091C04W6,LOC105458229,23047102,NW_012028311.1:754369-759620,7434,Aculeata
EOG091C07XE,LOC105458231,23047103,NW_012028311.1:806857-811945,7434,Aculeata
EOG091C0DN1,LOC105458231,23047104,NW_012028311.1:804097-807026,7434,Aculeata
EOG091C0117,LOC105458232,23047106,NW_012028311.1:793075-803981,7434,Aculeata
EOG091C0EI8,LOC105458233,23047107,NW_012028311.1:794131-795926,7434,Aculeata
EOG091C00II,LOC105458236,23047109,NW_012028311.1:761636-786292,7434,Aculeata
EOG091C0I9V,LOC105458237,23047110,NW_012028311.1:813360-830313,7434,Aculeata
EOG091C02X9,LOC105458238,23047112,NW_012028311.1:831666-835842,7434,Aculeata
EOG091C0CE0,LOC105456302,23047115,NW_012028311.1:840733-952343,7434,Aculeata
EOG091C01YH,LOC105458242,23047116,NW_012028311.1:988120-1051275,7434,Aculeata
EOG091C030J,LOC105458243,23047118,NW_012028311.1:1053753-1102154,7434,Aculeata
EOG091C0972,LOC105458244,23047119,NW_012028311.1:1103361-1106901,7434,Aculeata
EOG091C079T,LOC105458245,23047120,NW_012028311.1:1109830-1126526,7434,Aculeata
EOG091C054J,LOC105458246,23047121,NW_012028311.1:1150322-1164478,7434,Aculeata
EOG091C0J17,LOC105458247,23047122,NW_012028311.1:1139263-1143277,7434,Aculeata
EOG091C01HY,LOC105454406,23047127,NW_012028744.1:10957-36191,7434,Aculeata
EOG091C0I0M,LOC105459994,23047128,NW_012029413.1:1536-4791,7434,Aculeata
EOG091C07HX,LOC105459995,23047130,NW_012029413.1:46004-54674,7434,Aculeata
EOG091C0BKG,LOC105459996,23047132,NW_012029413.1:55145-59449,7434,Aculeata
EOG091C03PR,LOC105460051,23047133,NW_012029623.1:31-468,7434,Aculeata
EOG091C02N0,LOC105453088,23047135,NW_012028651.1:638-25581,7434,Aculeata
EOG091C08XF,LOC105458990,23047136,NW_012028651.1:30493-35613,7434,Aculeata
EOG091C00YC,LOC105458992,23047138,NW_012028651.1:37377-46193,7434,Aculeata
EOG091C06WV,LOC105458994,23047140,NW_012028651.1:56367-68240,7434,Aculeata
EOG091C050Z,LOC105458995,23047141,NW_012028651.1:49562-54917,7434,Aculeata
EOG091C0KAC,LOC105459635,23047142,NW_012028718.1:8002-9469,7434,Aculeata
EOG091C0RCE,LOC105459636,23047143,NW_012028718.1:12405-13760,7434,Aculeata
EOG091C08B7,LOC105459637,23047144,NW_012028718.1:9969-12018,7434,Aculeata
EOG091C0CO3,LOC105459638,23047145,NW_012028718.1:14670-17686,7434,Aculeata
EOG091C0K6R,LOC105459639,23047146,NW_012028718.1:18571-20069,7434,Aculeata
EOG091C04AH,LOC105459642,23047149,NW_012028718.1:24323-145896,7434,Aculeata
EOG091C02O7,LOC105459645,23047152,NW_012028718.1:170997-205248,7434,Aculeata
EOG091C09SG,LOC105459646,23047153,NW_012028718.1:214745-219083,7434,Aculeata
EOG091C0BWI,LOC105459647,23047154,NW_012028718.1:209734-213295,7434,Aculeata
EOG091C0NLL,LOC105459648,23047155,NW_012028718.1:221039-221753,7434,Aculeata
EOG091C0HWM,LOC105459649,23047156,NW_012028718.1:222054-224068,7434,Aculeata
EOG091C0DMN,LOC105459650,23047157,NW_012028718.1:224412-225981,7434,Aculeata
EOG091C0C0F,LOC105459651,23047158,NW_012028718.1:227708-230831,7434,Aculeata
EOG091C0ACS,LOC105459652,23047159,NW_012028718.1:264759-266105,7434,Aculeata
EOG091C0BL1,LOC105458764,23047164,NW_012028561.1:3831-8100,7434,Aculeata
EOG091C005E,LOC105453197,23047165,NW_012029475.1:10-1182,7434,Aculeata
EOG091B0M0F,LOC105449134,23047168,NW_012028578.1:82-722,7399,Hymenoptera
EOG091C06AY,LOC105459617,23047170,NW_012028716.1:3921-6443,7434,Aculeata
EOG091C06AY,LOC105459618,23047171,NW_012028716.1:9828-12575,7434,Aculeata
EOG091C06U0,LOC105459620,23047172,NW_012028716.1:45203-62091,7434,Aculeata
EOG091C04KB,LOC105459621,23047175,NW_012028716.1:63159-74714,7434,Aculeata
EOG091C04V6,LOC105459622,23047178,NW_012028716.1:99883-131887,7434,Aculeata
EOG091C0JXP,LOC105459623,23047179,NW_012028716.1:97117-144513,7434,Aculeata
EOG091C04Q9,LOC105459624,23047181,NW_012028716.1:158774-163680,7434,Aculeata
EOG090X0588,LOC105459625,23047182,NW_012028716.1:168226-170135,6656,Arthropoda
EOG091C0D6H,LOC105459626,23047184,NW_012028716.1:171228-173002,7434,Aculeata
EOG091C01FM,LOC105458757,23047188,NW_012028554.1:12293-18067,7434,Aculeata
EOG091C04I3,LOC105458889,23047192,NW_012028637.1:11213-17431,7434,Aculeata
EOG091C0EQL,LOC105458891,23047195,NW_012028637.1:27204-63450,7434,Aculeata
EOG091C0420,LOC105458891,23047196,NW_012028637.1:24074-27540,7434,Aculeata
EOG091C0JP0,LOC105458892,23047197,NW_012028637.1:20285-23995,7434,Aculeata
EOG091C04HW,LOC105452870,23047200,NW_012028637.1:142535-223538,7434,Aculeata
EOG091C0GPR,LOC105458894,23047202,NW_012028637.1:228135-229753,7434,Aculeata
EOG091C0EFU,LOC105458895,23047204,NW_012028637.1:230566-236899,7434,Aculeata
EOG091C0AWJ,LOC105458897,23047205,NW_012028637.1:248928-286439,7434,Aculeata
EOG091C09SA,LOC105458898,23047206,NW_012028637.1:325016-326974,7434,Aculeata
EOG091C0DJS,LOC105458986,23047208,NW_012028649.1:21543-25030,7434,Aculeata
EOG091C0DJS,LOC105458987,23047209,NW_012028649.1:3356-12951,7434,Aculeata
EOG091C0M0E,LOC105459728,23047210,NW_012028788.1:40-680,7434,Aculeata
EOG091C04FN,LOC105459612,23047211,NW_012028715.1:1436-21961,7434,Aculeata
EOG091C0FG8,LOC105459614,23047213,NW_012028715.1:26846-40444,7434,Aculeata
EOG091C0CLS,LOC105459016,23047219,NW_012028665.1:13395-21585,7434,Aculeata
EOG091C0MRX,LOC105453079,23047220,NW_012028665.1:22077-30193,7434,Aculeata
EOG091C0JPM,LOC105459018,23047222,NW_012028665.1:35202-36290,7434,Aculeata
EOG091C08FA,LOC105458753,23047224,NW_012028553.1:17706-19576,7434,Aculeata
EOG091C0EYQ,LOC105459991,23047227,NW_012029412.1:13097-13955,7434,Aculeata
EOG091C0GYV,LOC105459993,23047229,NW_012029412.1:26156-27415,7434,Aculeata
EOG091C0CWH,LOC105461461,23047232,NW_012028618.1:7-1693,7434,Aculeata
EOG090X0576,LOC105458980,23047234,NW_012028648.1:7479-9025,6656,Arthropoda
EOG090X003B,LOC105458984,23047236,NW_012028648.1:34057-35879,6656,Arthropoda
EOG091C0L8U,LOC105458982,23047237,NW_012028648.1:24146-26959,7434,Aculeata
EOG091C0AIY,LOC105458984,23047239,NW_012028648.1:14016-34185,7434,Aculeata
EOG091C04QG,LOC105459812,23047242,NW_012029279.1:215-1668,7434,Aculeata
EOG090X0KLN,LOC105450519,23047251,NW_012029148.1:1192-2099,6656,Arthropoda
EOG091C0GO4,LOC105457973,23047254,NW_012028046.1:129824-133296,7434,Aculeata
EOG091C0IVN,LOC105457975,23047257,NW_012028046.1:25944-28332,7434,Aculeata
EOG091C02U6,LOC105457976,23047258,NW_012028046.1:1217-149067,7434,Aculeata
EOG091C0H3R,LOC105457977,23047259,NW_012028046.1:161368-162743,7434,Aculeata
EOG091C0ELS,LOC105458800,23047262,NW_012028581.1:3279-5905,7434,Aculeata
EOG091C0FIM,LOC105458801,23047264,NW_012028581.1:162132-163252,7434,Aculeata
EOG091C08HS,LOC105458802,23047265,NW_012028581.1:320929-322741,7434,Aculeata
EOG091C06Y6,LOC105458797,23047266,NW_012028581.1:325229-328122,7434,Aculeata
EOG091C0ONV,LOC105459610,23047268,NW_012028713.1:17245-23443,7434,Aculeata
EOG091C0E9C,LOC105459051,23047269,NW_012028676.1:37-10150,7434,Aculeata
EOG091C0EMT,LOC105459792,23047274,NW_012029207.1:3657-5861,7434,Aculeata
EOG091C072W,LOC105453534,23047276,NW_012028560.1:130-12149,7434,Aculeata
EOG091C0A3W,LOC105459990,23047281,NW_012029411.1:18861-27820,7434,Aculeata
EOG091C0BM2,LOC105449198,23047282,NW_012029640.1:36-908,7434,Aculeata
EOG090X0DR2,LOC105457971,23047286,NW_012028045.1:23017-24947,6656,Arthropoda
EOG091C010R,LOC105457972,23047287,NW_012028045.1:1008-37394,7434,Aculeata
EOG091C05BI,LOC105459762,23047292,NW_012029010.1:21623-28243,7434,Aculeata
EOG091C0JGU,LOC105459095,23047293,NW_012028682.1:16179-18676,7434,Aculeata
EOG091C06X1,LOC105459157,23047294,NW_012028682.1:78856-81748,7434,Aculeata
EOG091C01W1,LOC105459158,23047296,NW_012028682.1:146875-248094,7434,Aculeata
EOG091C003S,LOC105459159,23047298,NW_012028682.1:314438-330374,7434,Aculeata
EOG091C012G,LOC105459160,23047299,NW_012028682.1:358818-363574,7434,Aculeata
EOG091C02DR,LOC105459161,23047300,NW_012028682.1:464514-475710,7434,Aculeata
EOG091C0HAT,LOC105459150,23047301,NW_012028682.1:784131-785661,7434,Aculeata
EOG091C0AVG,LOC105459426,23047303,NW_012028480.1:14351-18026,7434,Aculeata
EOG091C07IJ,LOC105459987,23047304,NW_012029410.1:205-5263,7434,Aculeata
EOG091C0K9K,LOC105458027,23047305,NW_012028697.1:56531-91894,7434,Aculeata
EOG091C01SS,LOC105459422,23047307,NW_012028697.1:92659-100247,7434,Aculeata
EOG091G00Z0,LOC105462235,23047314,NW_012029050.1:195-422,33208,Metazoa
EOG091C0OTF,LOC105458975,23047322,NW_012028646.1:1158-2152,7434,Aculeata
EOG091C00ZD,LOC105458856,23047326,NW_012029227.1:222-4904,7434,Aculeata
EOG090X04TA,LOC105453578,23047328,NW_012028103.1:24643-27098,6656,Arthropoda
EOG091C04NF,LOC105459808,23047330,NW_012029275.1:18679-22916,7434,Aculeata
EOG091C00PR,LOC105459603,23047333,NW_012028712.1:9222-17860,7434,Aculeata
EOG091C0669,LOC105459604,23047334,NW_012028712.1:20537-26874,7434,Aculeata
EOG091C0DF8,LOC105459605,23047335,NW_012028712.1:28227-30499,7434,Aculeata
EOG091C0FG5,LOC105459608,23047337,NW_012028712.1:32904-35127,7434,Aculeata
EOG091C0K0M,LOC105458678,23047340,NW_012028467.1:8647-10747,7434,Aculeata
EOG091C0DOB,LOC105458680,23047341,NW_012028467.1:6592-8518,7434,Aculeata
EOG091C07NI,LOC105458681,23047342,NW_012028467.1:2020-6617,7434,Aculeata
EOG091C0FOK,LOC105458682,23047343,NW_012028467.1:13409-16754,7434,Aculeata
EOG090X0SEP,LOC105458972,23047347,NW_012028645.1:2250-4646,6656,Arthropoda
EOG090X0A4T,LOC105458972,23047348,NW_012028645.1:1527-2294,6656,Arthropoda
EOG091C0BL1,LOC105458010,23047352,NW_012028102.1:422-2064,7434,Aculeata
EOG091C0FL8,LOC105459981,23047356,NW_012029409.1:4303-7270,7434,Aculeata
EOG091C0EXM,LOC105459982,23047357,NW_012029409.1:7844-9957,7434,Aculeata
EOG091C0FL8,LOC105459983,23047358,NW_012029409.1:11131-14248,7434,Aculeata
EOG091C0FL8,LOC105459985,23047359,NW_012029409.1:15911-18344,7434,Aculeata
EOG091C0EEH,LOC105458967,23047365,NW_012028644.1:3201-7702,7434,Aculeata
EOG091C0T97,LOC105458968,23047367,NW_012028644.1:8502-10533,7434,Aculeata
EOG091C0O4X,LOC105448225,23047368,NW_012028575.1:1189-2135,7434,Aculeata
EOG091C002X,LOC105459811,23047370,NW_012029276.1:118-4023,7434,Aculeata
EOG091C0CL7,LOC105459596,23047373,NW_012028711.1:14816-17686,7434,Aculeata
EOG091C0AIY,LOC105457592,23047382,NW_012027689.1:9937-20024,7434,Aculeata
EOG091C0A9N,LOC105458745,23047383,NW_012028549.1:11465-13673,7434,Aculeata
EOG091C0AMV,LOC105458746,23047384,NW_012028549.1:18920-21998,7434,Aculeata
EOG091C0GPM,LOC105458748,23047386,NW_012028549.1:27330-44911,7434,Aculeata
EOG091C006U,LOC105458749,23047387,NW_012028549.1:53903-66838,7434,Aculeata
EOG091C071Z,LOC105457285,23047388,NW_012028549.1:67206-70259,7434,Aculeata
EOG091C0BZI,LOC105458256,23047389,NW_012028312.1:6887-13316,7434,Aculeata
EOG091C07Z8,LOC105458886,23047395,NW_012028631.1:12752-31670,7434,Aculeata
EOG091C06FG,LOC105459806,23047398,NW_012029274.1:18694-21184,7434,Aculeata
EOG091C082T,LOC105459767,23047399,NW_012029023.1:735-1177,7434,Aculeata
EOG091C03W8,LOC105461026,23047400,NW_012027650.1:2302-5009,7434,Aculeata
EOG091C06HP,LOC105457410,23047402,NW_012027650.1:14709-28806,7434,Aculeata
EOG091C0E1S,LOC105458761,23047407,NW_012028557.1:2733-4395,7434,Aculeata
EOG091C0654,LOC105458024,23047410,NW_012028142.1:23-2376,7434,Aculeata
EOG091C0JXL,LOC105458025,23047411,NW_012028142.1:2472-4221,7434,Aculeata
EOG091C0F85,LOC105458026,23047412,NW_012028142.1:4655-8439,7434,Aculeata
EOG091C06UT,LOC105458027,23047414,NW_012028142.1:10047-37232,7434,Aculeata
EOG091C0T8M,LOC105448321,23047422,NW_012029022.1:899-1161,7434,Aculeata
EOG091C0MHR,LOC105459773,23047423,NW_012029028.1:2115-3883,7434,Aculeata
EOG091C0FOK,LOC105459046,23047424,NW_012028674.1:16888-18042,7434,Aculeata
EOG091C0KHI,LOC105459047,23047425,NW_012028674.1:168386-168730,7434,Aculeata
EOG091C0EYQ,LOC105454563,23047430,NW_012028358.1:12050-13540,7434,Aculeata
EOG091C0494,LOC105452035,23047431,NW_012029682.1:7-1281,7434,Aculeata
EOG090X03VC,LOC105454997,23047432,NW_012028612.1:20841-23109,6656,Arthropoda
EOG091C05CB,LOC105460057,23047434,NW_012029715.1:39-638,7434,Aculeata
EOG091C0EYW,LOC105458283,23047435,NW_012028337.1:2373-6854,7434,Aculeata
EOG091C0LOU,LOC105458284,23047436,NW_012028337.1:6916-7765,7434,Aculeata
EOG091C0E3W,LOC105458285,23047437,NW_012028337.1:9938-14108,7434,Aculeata
EOG091G0AZH,LOC105458980,23047442,NW_012029181.1:7-600,33208,Metazoa
EOG091C0K6B,LOC105455945,23047445,NW_012028611.1:9174-10457,7434,Aculeata
EOG091C0CEA,LOC105458659,23047446,NW_012028416.1:1453-17151,7434,Aculeata
EOG090X008H,LOC105458659,23047448,NW_012028416.1:67-4140,6656,Arthropoda
EOG091C0C13,LOC105458661,23047449,NW_012028416.1:21628-27636,7434,Aculeata
EOG091C06H8,LOC105458662,23047450,NW_012028416.1:28541-40945,7434,Aculeata
EOG091C0HG5,LOC105449136,23047451,NW_012028573.1:30-13122,7434,Aculeata
EOG091C0I3V,LOC105448076,23047453,NW_012029271.1:1561-4032,7434,Aculeata
EOG091C08BE,LOC105458636,23047457,NW_012028398.1:31547-37100,7434,Aculeata
EOG091C0BO9,LOC105458638,23047459,NW_012028398.1:9935-69401,7434,Aculeata
EOG091C063O,LOC105458640,23047461,NW_012028398.1:78491-87382,7434,Aculeata
EOG091G1O6E,LOC105458642,23047463,NW_012028398.1:97869-98865,33208,Metazoa
EOG091C0Q5Q,LOC105458643,23047464,NW_012028398.1:102061-104460,7434,Aculeata
EOG091C0F6C,LOC105458827,23047466,NW_012028596.1:869-4499,7434,Aculeata
EOG091C0EN0,LOC105458816,23047467,NW_012028596.1:10314-20066,7434,Aculeata
EOG091C0D2C,LOC105458818,23047470,NW_012028596.1:29568-32456,7434,Aculeata
EOG091C093S,LOC105458819,23047472,NW_012028596.1:40816-43350,7434,Aculeata
EOG091C0EAZ,LOC105458821,23047473,NW_012028596.1:39065-40822,7434,Aculeata
EOG091C0ABP,LOC105458821,23047474,NW_012028596.1:36964-39983,7434,Aculeata
EOG091C0AMW,LOC105458822,23047475,NW_012028596.1:43868-45985,7434,Aculeata
EOG091C0F6L,LOC105458823,23047476,NW_012028596.1:46593-55983,7434,Aculeata
EOG091C0F7P,LOC105458824,23047477,NW_012028596.1:61456-62883,7434,Aculeata
EOG091C0EQ0,LOC105458825,23047478,NW_012028596.1:79143-86987,7434,Aculeata
EOG091C0HAP,LOC105458825,23047479,NW_012028596.1:77521-79649,7434,Aculeata
EOG091C00ID,LOC105458826,23047480,NW_012028596.1:63563-77524,7434,Aculeata
EOG091C0PSD,LOC105453534,23047481,NW_012028672.1:2231-13514,7434,Aculeata
EOG091C0H3N,LOC105459036,23047482,NW_012028672.1:15632-19131,7434,Aculeata
EOG091C06KR,LOC105458394,23047483,NW_012029484.1:836-1510,7434,Aculeata
EOG091G00JL,LOC105459782,23047484,NW_012029119.1:544-2043,33208,Metazoa
EOG091C0JWO,LOC105458086,23047488,NW_012028191.1:3558-5807,7434,Aculeata
EOG091B070B,LOC105458847,23047492,NW_012028610.1:81-562,7399,Hymenoptera
EOG090X00RK,LOC105460109,23047494,NW_012029084.1:290-1064,6656,Arthropoda
EOG091G0E9X,LOC105458020,23047495,NW_012028132.1:9426-20838,33208,Metazoa
EOG091G0APS,LOC105458021,23047496,NW_012028132.1:26218-29431,33208,Metazoa
EOG091G09AX,LOC105458744,23047502,NW_012028546.1:3839-8060,33208,Metazoa
EOG091C0QJD,LOC105453434,23047504,NW_012028731.1:7-808,7434,Aculeata
EOG091C0NQ3,LOC105458658,23047507,NW_012028609.1:8084-85510,7434,Aculeata
EOG091C0NCX,LOC105459581,23047510,NW_012028814.1:11355-27581,7434,Aculeata
EOG091G1K0N,LOC105459816,23047511,NW_012029337.1:603-3247,33208,Metazoa
EOG091C0DUX,LOC105458812,23047512,NW_012028593.1:809-3872,7434,Aculeata
EOG091B04A9,LOC105459754,23047516,NW_012028865.1:277-1000,7399,Hymenoptera
EOG091C0QJA,LOC105448526,23047518,NW_012028476.1:2861-3206,7434,Aculeata
EOG091C0G3R,LOC105459305,23047520,NW_012028692.1:1896-17140,7434,Aculeata
EOG091C0GXY,LOC105459306,23047521,NW_012028692.1:25205-28733,7434,Aculeata
EOG091C05GK,LOC105459308,23047523,NW_012028692.1:17281-22760,7434,Aculeata
EOG091C0N56,LOC105462587,23047528,NW_012028608.1:10532-19592,7434,Aculeata
EOG091B0ESZ,LOC105450572,23047530,NW_012028608.1:22611-26567,7399,Hymenoptera
EOG091B0WG2,LOC105458843,23047532,NW_012028608.1:27865-28401,7399,Hymenoptera
EOG091C00YS,LOC105458031,23047533,NW_012028151.1:922-39301,7434,Aculeata
EOG091B0FW0,LOC105449461,23047534,NW_012028151.1:45105-46497,7399,Hymenoptera
EOG091C0AIY,LOC105459008,23047535,NW_012028657.1:10113-16830,7434,Aculeata
EOG091C00H9,LOC105456302,23047536,NW_012028657.1:38407-69320,7434,Aculeata
EOG091C03P7,LOC105459010,23047537,NW_012028657.1:72499-83175,7434,Aculeata
EOG091C0JNM,LOC105459011,23047538,NW_012028657.1:148917-150991,7434,Aculeata
EOG091C0AIY,LOC105458003,23047545,NW_012028074.1:12383-15914,7434,Aculeata
EOG091C01N7,LOC105457589,23047547,NW_012027686.1:8614-16778,7434,Aculeata
EOG091C0F75,LOC105458146,23047549,NW_012028255.1:4017-9040,7434,Aculeata
EOG091C07MO,LOC105458147,23047551,NW_012028255.1:9045-19112,7434,Aculeata
EOG091C05FR,LOC105458148,23047552,NW_012028255.1:25652-29068,7434,Aculeata
EOG091C0FKX,LOC105458149,23047553,NW_012028255.1:29468-34093,7434,Aculeata
EOG091C04NS,LOC105458150,23047554,NW_012028255.1:34189-43950,7434,Aculeata
EOG091C0BD4,LOC105458151,23047555,NW_012028255.1:49561-75208,7434,Aculeata
EOG091C08K1,LOC105458152,23047556,NW_012028255.1:78251-82354,7434,Aculeata
EOG091C00IV,LOC105458673,23047557,NW_012028453.1:5549-9934,7434,Aculeata
EOG091C0ANC,LOC105458674,23047558,NW_012028453.1:14320-20558,7434,Aculeata
EOG091C01G1,LOC105459310,23047561,NW_012028694.1:928-6316,7434,Aculeata
EOG091C05X3,LOC105459311,23047562,NW_012028694.1:6404-8624,7434,Aculeata
EOG091C0CT0,LOC105459312,23047563,NW_012028694.1:9194-10843,7434,Aculeata
EOG091C0FCX,LOC105459313,23047564,NW_012028694.1:11409-16021,7434,Aculeata
EOG091C05HF,LOC105459314,23047565,NW_012028694.1:16212-20164,7434,Aculeata
EOG091C0H42,LOC105459315,23047567,NW_012028694.1:20242-21132,7434,Aculeata
EOG091C0GEU,LOC105459317,23047568,NW_012028694.1:24360-26848,7434,Aculeata
EOG091C08PI,LOC105459317,23047569,NW_012028694.1:21769-24481,7434,Aculeata
EOG091C04PX,LOC105459318,23047570,NW_012028694.1:26924-31525,7434,Aculeata
EOG091C02Y5,LOC105459319,23047571,NW_012028694.1:32079-48505,7434,Aculeata
EOG091C04M1,LOC105459320,23047573,NW_012028694.1:52395-62706,7434,Aculeata
EOG091C08ES,LOC105459323,23047574,NW_012028694.1:65323-69114,7434,Aculeata
EOG091C0JIN,LOC105459323,23047575,NW_012028694.1:63526-66015,7434,Aculeata
EOG091C01QD,LOC105459324,23047576,NW_012028694.1:69615-82430,7434,Aculeata
EOG091C09TC,LOC105459325,23047577,NW_012028694.1:155159-161323,7434,Aculeata
EOG091C0A6I,LOC105459327,23047579,NW_012028694.1:109468-112116,7434,Aculeata
EOG091C01GC,LOC105459328,23047581,NW_012028694.1:174386-192050,7434,Aculeata
EOG091C023Z,LOC105459330,23047583,NW_012028694.1:165660-172988,7434,Aculeata
EOG091C01G2,LOC105459332,23047584,NW_012028694.1:192604-201814,7434,Aculeata
EOG091C07IL,LOC105459334,23047585,NW_012028694.1:202338-206315,7434,Aculeata
EOG091C01HI,LOC105459335,23047586,NW_012028694.1:207551-218380,7434,Aculeata
EOG091C033W,LOC105459336,23047587,NW_012028694.1:218438-222053,7434,Aculeata
EOG091C081F,LOC105459337,23047588,NW_012028694.1:222523-224996,7434,Aculeata
EOG091C081F,LOC105459339,23047589,NW_012028694.1:222143-226577,7434,Aculeata
EOG091C0E3H,LOC105459340,23047590,NW_012028694.1:226975-228837,7434,Aculeata
EOG091C02Z0,LOC105459342,23047592,NW_012028694.1:232110-416162,7434,Aculeata
EOG091C01MW,LOC105459344,23047595,NW_012028694.1:418470-425526,7434,Aculeata
EOG091C0ECC,LOC105459344,23047596,NW_012028694.1:416650-419595,7434,Aculeata
EOG091C024B,LOC105459348,23047597,NW_012028694.1:429741-436629,7434,Aculeata
EOG091C07OE,LOC105459348,23047602,NW_012028694.1:426513-430048,7434,Aculeata
EOG091C07C4,LOC105459349,23047603,NW_012028694.1:437727-442960,7434,Aculeata
EOG091C01GE,LOC105459350,23047604,NW_012028694.1:443569-452713,7434,Aculeata
EOG091C07FZ,LOC105459351,23047605,NW_012028694.1:454970-458175,7434,Aculeata
EOG091C0HF9,LOC105459352,23047606,NW_012028694.1:452801-454865,7434,Aculeata
EOG091C0CXS,LOC105459353,23047607,NW_012028694.1:458809-461462,7434,Aculeata
EOG091C0BCJ,LOC105459354,23047608,NW_012028694.1:461835-464808,7434,Aculeata
EOG091C0GED,LOC105459356,23047609,NW_012028694.1:465147-466484,7434,Aculeata
EOG091C0CG5,LOC105459357,23047611,NW_012028694.1:568389-571980,7434,Aculeata
EOG091C0DYB,LOC105459358,23047612,NW_012028694.1:566467-568402,7434,Aculeata
EOG091C0EA9,LOC105459359,23047613,NW_012028694.1:521657-538646,7434,Aculeata
EOG091C0F99,LOC105459361,23047616,NW_012028694.1:581742-585972,7434,Aculeata
